Case,Vehicle,Order Type,Type,Zones,Severity,Stage,Confidence
857700,Opel Mokka · ZQR-V 16,Ölwechsel,service,—,,laufend,95%
874658,Audi A3 Sportback · QQH-BJ 93,HU/AU,service,—,,laufend,90%
897848,Opel Corsa · XQR-GR 525,Rangierschaden,damage,"MIRROR_RIGHT, BUMPER_FRONT_RIGHT",leicht,laufend,92%
835400,Skoda Octavia Combi · XQB-A 22,Inspektion,service,—,,laufend,90%
846868,VW T-Roc · ZQM-X 3339,Rangierschaden,damage,"HOOD, FENDER_REAR_LEFT",mittel,fertig,92%
845725,Opel Astra Sports Tourer · QQW-AT 293,Rangierschaden,damage,"DOOR_REAR_RIGHT, BUMPER_REAR_FULL",leicht,neu,70%
896699,Mercedes Vito · XQR-Y 313,Vandalismus,damage,"SILL_RIGHT, DOOR_REAR_LEFT",mittel,abgeschlossen,93%
883493,BMW 1er · ZQR-GF 1034,Hagelschaden,damage,"HOOD, ROOF, TAILGATE",schwer,abgeschlossen,95%
842555,Opel Mokka · QZ-H 81,Ölwechsel,service,—,,neu,80%
846916,Audi Q3 · QQK-KR 736,Inspektion,service,—,,neu,95%
893250,Audi A1 Sportback · QQK-P 153,Parkschaden,damage,SILL_RIGHT,schwer,neu,95%
869342,VW Touran · QQD-Z 68,Inspektion,service,—,,abgeschlossen,90%
836689,Opel Vivaro · QQK-C 184,Inspektion,service,—,,abgeschlossen,95%
858974,Seat Ibiza · QQE-M 20,Parkschaden,damage,"MIRROR_LEFT, BUMPER_REAR_RIGHT",schwer,neu,93%
869747,Skoda Scala · XQB-U 2280,Rangierschaden,damage,BUMPER_FRONT_RIGHT,mittel,laufend,90%
841588,Ford Focus Turnier · XQL-C 82,Auffahrunfall,damage,"BUMPER_FRONT_LEFT, FENDER_REAR_LEFT",leicht,abgeschlossen,90%
864009,Audi Q3 · QQT-YN 32,Räder und Reifen,service,—,,fertig,95%
865211,VW Passat Variant · QQS-S 4845,Parkschaden,damage,"BUMPER_REAR_FULL, BUMPER_FRONT_LEFT",leicht,abgeschlossen,50%
865202,Opel Vivaro · XQS-Y 50,Bremsen,service,—,,laufend,95%
839960,VW Golf · XQB-L 941,Bremsen,service,—,,abgeschlossen,90%
831826,Seat Ibiza · QQL-L 72,Inspektion,service,—,,laufend,90%
838699,Seat Arona · ZQL-XU 75,Räder und Reifen,service,—,,laufend,90%
862770,BMW 3er Touring · QQV-B 3490,Bremsen,service,—,,abgeschlossen,95%
841500,Ford Kuga · QY-H 84,Bremsen,service,—,,fertig,90%
833288,Skoda Octavia Combi · XQB-PF 29,Räder und Reifen,service,—,,abgeschlossen,70%
841971,Opel Vivaro · QQT-FY 714,Rangierschaden,damage,SILL_LEFT,schwer,neu,96%
852650,VW Golf Variant · XQE-E 7942,Parkschaden,damage,"FENDER_FRONT_LEFT, DOOR_FRONT_LEFT",schwer,abgeschlossen,88%
847051,Opel Corsa · XQA-XW 34,Hagelschaden,damage,"TAILGATE, ROOF, HOOD",schwer,laufend,70%
892386,Mercedes C-Klasse T-Modell · QQF-JC 8288,Vandalismus,damage,"TAILGATE, BUMPER_REAR_RIGHT",mittel,laufend,92%
852729,Audi A6 Avant · XQL-N 8311,Rangierschaden,damage,FENDER_FRONT_RIGHT,leicht,fertig,90%
864189,BMW 2er Active Tourer · ZQA-YD 27,Bremsen,service,—,,laufend,90%
837712,Seat Ibiza · QQS-BB 3843,HU/AU,service,—,,fertig,80%
843211,Skoda Karoq · XQD-X 1642,Ölwechsel,service,—,,abgeschlossen,90%
886828,Skoda Scala · XQA-P 129,Parkschaden,damage,BUMPER_FRONT_RIGHT,leicht,storniert,90%
897461,Seat Arona · QQS-F 7959,Bremsen,service,—,,neu,90%
866488,BMW 2er Active Tourer · XQE-LE 21,Inspektion,service,—,,neu,95%
869493,BMW X1 · QQD-L 9533,Inspektion,service,—,,laufend,95%
849165,Mercedes E-Klasse · QQM-F 2386,Steinschlag,damage,WINDSHIELD,leicht,laufend,95%
832530,Audi A1 Sportback · QQN-V 17,HU/AU,service,—,,laufend,90%
863626,Mercedes A-Klasse · ZQC-N 2844,HU/AU,service,—,,abgeschlossen,90%
898615,Opel Mokka · QQE-SF 730,HU/AU,service,—,,laufend,95%
864706,VW T6.1 Transporter · QQ-J 553,Auffahrunfall,damage,BUMPER_FRONT_LEFT,mittel,laufend,80%
823588,VW T-Roc · XQR-N 7752,Wildunfall,damage,"BUMPER_FRONT_FULL, BUMPER_FRONT_LEFT, FENDER_FRONT_RIGHT",mittel,fertig,95%
841959,Ford Fiesta · XQL-LB 38,Inspektion,service,—,,abgeschlossen,95%
892139,BMW 3er Touring · XQB-DP 456,HU/AU,service,—,,neu,65%
895687,BMW 3er Touring · QQL-A 52,Auffahrunfall,damage,BUMPER_REAR_LEFT,schwer,abgeschlossen,95%
897102,Skoda Superb Combi · ZQA-Y 93,Inspektion,service,—,,neu,100%
877485,VW Touran · QQR-LB 63,Hagelschaden,damage,"ROOF, TAILGATE, HOOD",schwer,laufend,70%
839293,BMW X3 · QQD-Z 9427,Inspektion,service,—,,abgeschlossen,90%
837732,Audi A6 Avant · QQT-P 4734,Hagelschaden,damage,"ROOF, HOOD, TAILGATE",schwer,abgeschlossen,70%
858134,Seat Ateca · QQW-V 853,Inspektion,service,—,,abgeschlossen,95%
878421,Opel Corsa · QQN-N 19,Wildunfall,damage,FENDER_FRONT_RIGHT,mittel,laufend,88%
846256,BMW 2er Active Tourer · ZQM-P 91,Steinschlag,damage,WINDSHIELD,schwer,laufend,97%
857268,VW T6.1 Transporter · ZQM-KZ 463,Bremsen,service,—,,neu,90%
844224,Skoda Fabia · ZQC-K 603,Parkschaden,damage,"BUMPER_FRONT_LEFT, SILL_RIGHT",mittel,abgeschlossen,93%
870110,BMW 3er Touring · QZ-DK 888,Inspektion,service,—,,laufend,90%
866558,Audi A4 Avant · QX-DB 274,Räder und Reifen,service,—,,laufend,80%
856176,VW Polo · ZQS-FT 7,Bremsen,service,—,,fertig,90%
836805,Audi A6 Avant · XQE-M 2,Bremsen,service,—,,abgeschlossen,90%
856983,Audi A4 Avant · ZQS-Y 105,Vandalismus,damage,"DOOR_REAR_LEFT, SILL_LEFT",leicht,laufend,95%
857831,VW Tiguan · ZQC-K 887,Hagelschaden,damage,"TAILGATE, HOOD, ROOF",schwer,neu,50%
862801,VW Golf Variant · ZQR-X 223,Auffahrunfall,damage,"HOOD, BUMPER_REAR_LEFT, FENDER_REAR_RIGHT",schwer,neu,93%
838935,Skoda Superb Combi · QQR-A 328,Ölwechsel,service,—,,laufend,95%
825286,Ford Transit Custom · QQF-B 624,Ölwechsel,service,—,,storniert,90%
863189,Opel Corsa · QQH-H 33,Ölwechsel,service,—,,abgeschlossen,90%
825957,VW Golf Variant · QQR-C 10,Ölwechsel,service,—,,neu,85%
862977,Skoda Octavia Combi · ZQD-T 88,Bremsen,service,—,,abgeschlossen,90%
869381,Ford Focus Turnier · ZQD-ZT 9036,Räder und Reifen,service,—,,laufend,90%
863805,Audi A3 Sportback · QQW-M 2991,Rangierschaden,damage,"DOOR_REAR_LEFT, FENDER_FRONT_RIGHT",schwer,abgeschlossen,95%
855760,Audi A4 Avant · ZQR-VN 8151,Ölwechsel,service,—,,abgeschlossen,95%
889496,VW Polo · QQS-FS 283,Bremsen,service,—,,fertig,90%
863074,Mercedes Sprinter · ZQS-YR 61,Ölwechsel,service,—,,neu,95%
844402,BMW 1er · QQF-S 57,Räder und Reifen,service,—,,laufend,90%
877197,Mercedes Vito · QQ-FX 330,HU/AU,service,—,,abgeschlossen,95%
895612,BMW 1er · QQZ-G 120,Steinschlag,damage,WINDSHIELD,leicht,abgeschlossen,95%
884293,Mercedes GLC · XQB-JR 3,Wildunfall,damage,FENDER_FRONT_RIGHT,leicht,laufend,88%
857015,Opel Mokka · ZQC-Z 313,Rangierschaden,damage,"TAILGATE, BUMPER_REAR_LEFT",mittel,fertig,90%
841973,VW Touran · QQC-U 366,Auffahrunfall,damage,BUMPER_FRONT_FULL,mittel,neu,90%
842345,Skoda Octavia Combi · ZQD-AS 18,Parkschaden,damage,FENDER_REAR_RIGHT,leicht,laufend,95%
855379,Mercedes A-Klasse · QZ-XA 18,Vandalismus,damage,"FENDER_FRONT_LEFT, MIRROR_LEFT, MIRROR_RIGHT",mittel,neu,90%
890645,Opel Corsa · QQ-MX 1409,Inspektion,service,—,,fertig,92%
866409,Skoda Karoq · QQA-PS 352,Bremsen,service,—,,laufend,90%
851094,BMW 3er Touring · QQD-KU 6242,Hagelschaden,damage,"ROOF, HOOD, TAILGATE",schwer,fertig,95%
853843,Skoda Karoq · XQS-N 711,Inspektion,service,—,,abgeschlossen,95%
832735,Seat Arona · ZQR-J 4566,Inspektion,service,—,,abgeschlossen,95%
879298,Mercedes E-Klasse · QQM-R 650,HU/AU,service,—,,laufend,95%
844069,Audi A4 Avant · ZQB-R 1847,Steinschlag,damage,WINDSHIELD,schwer,abgeschlossen,95%
820869,VW Caddy · QZ-S 2103,Bremsen,service,—,,abgeschlossen,90%
829689,VW Touran · ZQL-UL 83,Vandalismus,damage,FENDER_REAR_RIGHT,,neu,90%
894613,BMW 3er Touring · ZQR-U 3,Räder und Reifen,service,—,,neu,95%
851459,Ford Fiesta · QQE-Y 37,Inspektion,service,—,,abgeschlossen,90%
827140,VW T-Roc · QQC-LC 711,Parkschaden,damage,"BUMPER_FRONT_FULL, DOOR_REAR_LEFT",leicht,neu,70%
855146,Ford Kuga · QQ-V 329,Ölwechsel,service,—,,fertig,95%
859239,Skoda Octavia Combi · QQE-R 6293,Wildunfall,damage,"FENDER_FRONT_LEFT, FENDER_FRONT_RIGHT, BUMPER_FRONT_RIGHT",mittel,laufend,89%
886567,Opel Mokka · ZQL-C 6342,HU/AU,service,—,,laufend,75%
866778,Skoda Octavia Combi · QQH-E 43,Vandalismus,damage,DOOR_FRONT_LEFT,leicht,fertig,95%
874843,Mercedes Vito · XQL-HY 2168,Rangierschaden,damage,MIRROR_LEFT,schwer,fertig,95%
836941,Mercedes Sprinter · QZ-WM 71,HU/AU,service,—,,abgeschlossen,90%
871673,Skoda Fabia · XQM-WK 37,Rangierschaden,damage,"BUMPER_REAR_RIGHT, BUMPER_FRONT_RIGHT",mittel,laufend,92%
824089,Audi Q2 · QQF-KR 62,HU/AU,service,—,,laufend,95%
852076,Opel Mokka · QQA-LE 404,Steinschlag,damage,WINDSHIELD,schwer,laufend,95%
824137,Skoda Octavia Combi · QQE-Y 112,Inspektion,service,—,,abgeschlossen,95%
864771,Audi Q2 · QQZ-ER 4318,HU/AU,service,—,,fertig,95%
848920,VW Golf · ZQR-E 3154,Räder und Reifen,service,—,,laufend,95%
858123,Seat Ibiza · XQA-K 82,Rangierschaden,damage,SILL_LEFT,mittel,abgeschlossen,90%
888308,Audi Q3 · ZQC-FR 1691,Steinschlag,damage,WINDSHIELD,mittel,laufend,95%
867265,VW T6.1 Transporter · XQA-ZC 34,Auffahrunfall,damage,"FENDER_REAR_RIGHT, BUMPER_REAR_FULL, FENDER_FRONT_LEFT",mittel,laufend,93%
841953,Ford Focus Turnier · QY-G 72,Steinschlag,damage,WINDSHIELD,leicht,neu,95%
877345,BMW X1 · XQM-PR 991,Räder und Reifen,service,—,,abgeschlossen,95%
875486,BMW 3er Touring · QY-EZ 73,Bremsen,service,—,,fertig,90%
870462,Audi A1 Sportback · XQR-B 47,Inspektion,service,—,,abgeschlossen,90%
826654,BMW 5er Limousine · QQV-C 432,Inspektion,service,—,,laufend,85%
885750,Mercedes E-Klasse · QQV-FH 161,Inspektion,service,—,,laufend,90%
838742,Audi Q2 · QQA-K 935,Wildunfall,damage,"BUMPER_FRONT_RIGHT, BUMPER_FRONT_LEFT",leicht,abgeschlossen,95%
858295,Mercedes C-Klasse T-Modell · QY-L 684,Steinschlag,damage,WINDSHIELD,mittel,neu,90%
849458,Ford Focus Turnier · QQV-LX 8538,Hagelschaden,damage,"ROOF, HOOD, TAILGATE",mittel,fertig,82%
863652,Skoda Fabia · ZQS-A 8195,Steinschlag,damage,WINDSHIELD,mittel,storniert,95%
868442,BMW X1 · ZQL-W 959,Inspektion,service,—,,laufend,90%
846355,Opel Mokka · ZQB-M 919,Parkschaden,damage,"TAILGATE, DOOR_REAR_LEFT",mittel,abgeschlossen,85%
888387,Ford Kuga · ZQS-TA 82,Inspektion,service,—,,laufend,80%
874191,VW Polo · ZQD-F 66,Inspektion,service,—,,laufend,90%
844124,VW Touran · QZ-E 7701,Inspektion,service,—,,laufend,95%
888738,Audi A1 Sportback · XQE-L 516,Räder und Reifen,service,—,,fertig,82%
875513,BMW 2er Active Tourer · XQM-PS 3054,Steinschlag,damage,WINDSHIELD,leicht,fertig,90%
838740,Mercedes Vito · XQD-AH 30,Inspektion,service,—,,abgeschlossen,95%
871259,Audi A4 Avant · QQB-LT 7408,Auffahrunfall,damage,BUMPER_FRONT_RIGHT,leicht,abgeschlossen,95%
859369,VW Golf · QY-D 184,Parkschaden,damage,"FENDER_REAR_RIGHT, HOOD",leicht,neu,85%
873582,Audi Q3 · ZQA-F 69,HU/AU,service,—,,abgeschlossen,65%
864894,Audi A6 Avant · QQN-GW 45,Ölwechsel,service,—,,neu,95%
832083,Audi Q3 · QQS-BT 77,Parkschaden,damage,BUMPER_REAR_FULL,leicht,abgeschlossen,90%
857533,Seat Ateca · ZQM-C 2536,HU/AU,service,—,,abgeschlossen,90%
853534,Opel Vivaro · QQL-L 337,Vandalismus,damage,"MIRROR_LEFT, BUMPER_REAR_LEFT",leicht,abgeschlossen,93%
847721,Ford Kuga · QQT-T 99,Rangierschaden,damage,"BUMPER_FRONT_RIGHT, BUMPER_REAR_RIGHT",mittel,abgeschlossen,93%
864049,Seat Leon · QQW-JP 16,Auffahrunfall,damage,"BUMPER_FRONT_FULL, BUMPER_REAR_RIGHT",mittel,laufend,92%
877344,Audi A1 Sportback · XQE-L 63,Auffahrunfall,damage,"BUMPER_REAR_LEFT, FENDER_FRONT_LEFT, TAILGATE",leicht,neu,90%
895520,Ford Transit Custom · ZQR-D 25,Vandalismus,damage,BUMPER_REAR_RIGHT,mittel,laufend,90%
820002,Seat Ateca · QX-U 64,Steinschlag,damage,WINDSHIELD,schwer,abgeschlossen,95%
888642,Ford Kuga · XQ-H 684,Parkschaden,damage,BUMPER_REAR_FULL,,abgeschlossen,50%
823443,Audi Q2 · QQN-G 744,Inspektion,service,—,,neu,95%
876444,BMW 5er Limousine · QY-D 443,HU/AU,service,—,,laufend,95%
898706,VW Caddy · QQF-YV 77,Steinschlag,damage,WINDSHIELD,mittel,laufend,98%
835914,BMW 3er Touring · QQE-PS 86,Auffahrunfall,damage,"BUMPER_FRONT_FULL, BUMPER_FRONT_LEFT",mittel,fertig,50%
841217,Ford Fiesta · QQE-BK 5494,Hagelschaden,damage,"TAILGATE, HOOD",mittel,abgeschlossen,95%
821901,VW Touran · XQD-K 24,HU/AU,service,—,,laufend,90%
845060,BMW 3er Touring · XQ-KM 625,Inspektion,service,—,,fertig,95%
894046,BMW 1er · QQF-F 7011,Rangierschaden,damage,"FENDER_FRONT_RIGHT, BUMPER_REAR_LEFT",schwer,laufend,91%
843099,Skoda Superb Combi · QX-TE 1787,HU/AU,service,—,,abgeschlossen,95%
858876,Skoda Scala · QQS-P 303,Bremsen,service,—,,laufend,80%
838598,VW Tiguan · ZQC-S 2663,HU/AU,service,—,,laufend,90%
884466,VW Passat Variant · ZQC-V 5538,Inspektion,service,—,,fertig,95%
833610,VW Golf Variant · QQN-S 3510,Rangierschaden,damage,"BUMPER_REAR_RIGHT, FENDER_FRONT_RIGHT",mittel,laufend,90%
879088,Seat Leon · QQB-BA 4911,Bremsen,service,—,,neu,85%
821218,BMW 5er Limousine · QQE-E 94,Parkschaden,damage,BUMPER_REAR_LEFT,schwer,laufend,95%
832910,Opel Mokka · QQT-U 116,Räder und Reifen,service,—,,abgeschlossen,90%
885200,Opel Astra Sports Tourer · QQW-ZY 17,HU/AU,service,—,,fertig,90%
862097,Audi Q3 · QQB-TL 881,Räder und Reifen,service,—,,abgeschlossen,95%
848589,Mercedes E-Klasse · QQE-Y 394,Inspektion,service,—,,laufend,95%
828596,VW Golf · ZQB-SP 451,HU/AU,service,—,,neu,75%
899079,Mercedes GLC · XQA-NX 516,Vandalismus,damage,BUMPER_REAR_FULL,schwer,storniert,95%
880278,Mercedes Sprinter · QQV-ZB 4120,Hagelschaden,damage,"HOOD, ROOF, TAILGATE",schwer,neu,97%
884952,Ford Puma · ZQD-E 77,Bremsen,service,—,,fertig,90%
845007,Opel Mokka · QQS-MS 61,Bremsen,service,—,,laufend,95%
821520,Skoda Scala · XQA-G 8128,Inspektion,service,—,,fertig,95%
829016,Mercedes Vito · XQ-K 97,Parkschaden,damage,BUMPER_FRONT_LEFT,leicht,laufend,95%
856795,Audi Q3 · ZQR-V 6444,Ölwechsel,service,—,,abgeschlossen,95%
848366,VW Passat Variant · ZQC-BC 64,Rangierschaden,damage,"HOOD, FENDER_FRONT_LEFT",leicht,laufend,88%
827439,Mercedes Sprinter · QQF-X 96,Auffahrunfall,damage,HOOD,mittel,neu,95%
872821,Skoda Kodiaq · QX-CN 5582,Räder und Reifen,service,—,,neu,95%
832696,VW Golf Variant · ZQB-WZ 752,Hagelschaden,damage,"HOOD, TAILGATE",schwer,laufend,90%
842939,Skoda Karoq · QQC-UW 9008,Rangierschaden,damage,MIRROR_LEFT,mittel,abgeschlossen,92%
885805,Skoda Superb Combi · XQS-KJ 11,Hagelschaden,damage,"ROOF, HOOD",schwer,laufend,93%
830416,Skoda Karoq · ZQC-E 706,Auffahrunfall,damage,"FENDER_REAR_LEFT, BUMPER_FRONT_FULL",leicht,abgeschlossen,95%
854548,Seat Ibiza · QQK-V 6510,Steinschlag,damage,WINDSHIELD,leicht,storniert,90%
866996,Seat Leon · QQT-Y 93,Bremsen,service,—,,laufend,85%
891707,Audi Q3 · QX-H 3857,Räder und Reifen,service,—,,neu,90%
898191,VW Golf · ZQ-KA 977,Rangierschaden,damage,FENDER_REAR_RIGHT,mittel,neu,95%
853052,Skoda Scala · ZQL-N 9233,Räder und Reifen,service,—,,fertig,85%
861729,Opel Mokka · QQZ-JT 32,HU/AU,service,—,,laufend,90%
889373,VW Polo · QQ-YL 853,Parkschaden,damage,"HOOD, DOOR_REAR_RIGHT",mittel,abgeschlossen,90%
843151,VW T-Roc · QQS-C 9273,Parkschaden,damage,"BUMPER_FRONT_RIGHT, BUMPER_REAR_FULL",mittel,neu,93%
880104,VW Passat Variant · QQV-F 41,HU/AU,service,—,,fertig,95%
894409,Skoda Scala · QQN-HZ 7535,Vandalismus,damage,"SILL_LEFT, DOOR_FRONT_RIGHT",leicht,laufend,70%
875788,Mercedes Vito · QQM-HD 4866,Bremsen,service,—,,fertig,90%
854767,Skoda Kodiaq · QQB-LM 96,Inspektion,service,—,,laufend,95%
824102,Skoda Karoq · QQC-T 724,Räder und Reifen,service,—,,laufend,90%
855298,Audi Q3 · ZQ-TD 63,Parkschaden,damage,"BUMPER_REAR_FULL, BUMPER_FRONT_LEFT",leicht,laufend,95%
867957,Mercedes C-Klasse T-Modell · QQZ-LC 8457,Wildunfall,damage,FENDER_FRONT_LEFT,schwer,fertig,95%
885016,Audi A6 Avant · QQT-W 753,HU/AU,service,—,,neu,95%
830098,Audi A4 Avant · ZQB-GF 9,Ölwechsel,service,—,,abgeschlossen,95%
895316,Seat Ateca · QX-RT 2179,Vandalismus,damage,"BUMPER_REAR_LEFT, DOOR_REAR_RIGHT",schwer,laufend,90%
843889,VW Passat Variant · ZQL-JN 452,Bremsen,service,—,,fertig,90%
843058,Audi A3 Sportback · QZ-UD 31,Auffahrunfall,damage,HOOD,leicht,abgeschlossen,95%
830314,Mercedes GLC · QQL-S 6179,Räder und Reifen,service,—,,abgeschlossen,90%
898686,Skoda Fabia · XQB-NV 7246,Parkschaden,damage,"DOOR_FRONT_RIGHT, DOOR_REAR_LEFT",leicht,laufend,95%
823472,Ford Transit Custom · QQB-DY 2617,Bremsen,service,—,,laufend,90%
